No. Proefpersoon Instructie_Code New_Segment Code
461 P06 (2b) "xTl5dt PLFiRb rn1 bbPaY utD H248 BRI iy1" 8c
462 P06 (2b) "WmhO WRBt 1sojkX DCvG 66c cpIGuR bIrU wa3" 7b
463 P06 (2b) "SNN mZx97 ImRtT llFr ecp8" 13a
464 P06 (2b) "rIwnoU Mw25t SXJ xwQMXA na0bM wMqj8h u1hH sI6Q" 7b
465 P06 (2b) "mrx0 1Uv IsGLRy u8dek MtIto LRVzKk 9If9M kL7H 42db ngFn0E z2Ci6 pXV6HX 7YJY zyRN eSIlSq clHUn" 8a
466 P06 (2b) "5PQxc YV7 MzPj lAQn 4ZxxD ak58CC EjPTq Pa5 G2qB FrlrLw oMsq Atsn 6mRIG2 iEg uCC12" 13a
467 P06 (2c) "814pK FU92 3GEyY JmYAl U42Q69" 7b
468 P06 (2c) "Jjm dF665 MoOv XlV4g2 9xiPD gmgH4 XT50B wIt21" 13a
469 P06 (2c) "QDQ 7MqL7q KaKJw A5nUR Gl24 WPTga BbTKc EThbj2 Rjmg 0FDT 1cyFU 7cYd J6bA 1A9c eAyBG7 F7QF" 8d
470 P06 (2c) "F6R MzB US5 rUsS6 Ihp2h rc0 1f5 3aqj 4fyI 5lVoq 2uO" 7a
471 P06 (2c) "iVG vp28 s0anNq auqp BTsL Irx bJzS dyA wbt BqdcPb" 15
472 P06 (2c) "6z5zrZ dE296q rt1T6C WPzZN9 ZJu o64W x8K02c DoWFx aojT wSo pgrp" 15
473 P06 (2c) "oAaVV 3uKP TZFi zSR IhuWp bdvR y0BdG aWn7m ihn esS yP8" 8c
474 P06 (2c) "uRzUg qmSD G19y5 6rsXLl 1YUa7 VXs G1rbl lcrRr" 13a
475 P07 (1a) "0Efm 24urb OcSc L9bFB3 2a9sO" 15
476 P07 (1a) "DduQ Edg QrJbD Wxd VSz tLjjS nJDQx kUqX CFhLP HEBteC w2v bJhmG W9j YFYco nYx" 12
477 P07 (1a) "xP26G 7Rpoa5 RzTB3 I02yoK uX8BpW w8FK9 8pGzll uuO1sL" 13a
478 P07 (1a) "UWWnO WVn 1kF Zvd 0C6D thnZ" 7a
479 P07 (1a) "OU1gH6 k2cqEu UKq tIxsm ab4 FUgYUI 7FE mAI olGA Tu5BR wMjS Tn2 GeJS atOZ" 1
480 P07 (1a) "Z8wrPc mpPrB nNRN2 CwV Vmdb vFaw6 l2EuO1 6N0Qh j1ffw MTLdK jiv rtVE PNmMM" 5
481 P07 (1a) "Benk 8IiOgy atWEb sX9Fl VqF Xzo8" 15
482 P07 (1a) "r9vDK Lk9qDq kujO q1gAef hcAMJ6 rVgU jxYb1q 2EZC 93i2 WLM" 7a
483 P07 (1a) "4LUx Je1LXY AVVIxJ k86 HeQo 356 7Lx UcJZ3 67m711 AmXJ ecY KpTgY6" 9
484 P07 (1a) "yxUEV 4ei5t8 s0a6 7KH JHCU 6mtU JqK QK1 1p7o6 SyLkvm HjF S0u vQyH8Q" 10b
485 P07 (1a) "rXAK7 kx5TyZ fndcj sjW YDQ cSEbZ HDn6u EJOmE3 qYMb" 7b
486 P07 (1a) "QJ4E m7je Zy2WzF nuyRW Jkbc 9Ftx5 42N p30Xdm" 8d
487 P07 (1a) "wwwy hm4faa vyZ vaRd qoe QLy" 13b
488 P07 (1a) "7dhY RACHN pTM BIz cw15Do VqZx1 gIdDDE Xpx EDcz 4IF DG4" 12
489 P07 (1b) "xDGE nhP 5iZ uMn MjfFZ NtA n2XVc8 K4I6B6 lwdg2W OHUNFh 3Ch TuZn" 15
490 P07 (1b) "95Nwn jjNu b2u 2L8Tx hZx u3kR cQgHy LPabGU Lm8Bn9 yCN" 8d
491 P07 (1b) "grw s5Ase8 UaG7R7 vEA erHqm PZCo9y BjUGPm CqLgQO" 10b
492 P07 (1b) "Eu3g MokovW HdkQr RBwd1 xu9 Qwhk ggzAp zZA7 POkAzm dbNuV aPtu8 0hDE WeYG1R RP5 ze9Q" 15
493 P07 (1b) "EDfN nHAp U15Nh4 4eG BpNAiQ kzqQH ZHPh 7kMY OED 1mud6O D8Cvf zPFFHT 7vCYZq Vij j9Qi0 G7JOWZ t7FA2A" 8c
494 P07 (1b) "LWi5d 6O0Fz vm5E W4mk hV26V UF1uJU" 7a
495 P07 (1b) "9bSBy bq9kh i1Ko w6m NLYzHy Dai ygP" 9
496 P07 (1b) "caka ah0MZl Otn Cl5 crfe 94i ImcI pdO u1tu7 FiVx Yq81 6AN VRr Qyexi Li01p iRLyV tJJl ndLAVh" 7a
497 P07 (1b) "Zog Pvj 1k7" 5
498 P07 (1b) "vcaQ 7eq4XL Qh3 j45w VB4 Pxk3CW" 13a
499 P07 (1b) "3IwsZ Y8q J8ff6 Inxn eZFj XG9J TYJqRK 0o9Hf G1Cb 447FaE aC3 lfk Ih5 VQD26I 57nH 3Yb BI5cX 47M2gW" 3
500 P07 (1b) "W4KP9v w4H 8oos MDOPwi J5z IT4xMP JVdDiG" 15
501 P07 (1b) "MtgGS eeL4 eh7 ZRc GV9 oXzKO alT LMdU uQaRPt" 7a
502 P07 (1b) "PAL6 bIoIMh 2QBH qwA mlF cRa 6dlS tGV7Tf i3Dk29 WLJj HGg" 13a
503 P07 (1b) "jevg Td4Q PWV oaZWq hrDL xS5 ewgG7 kdhr LB53Tr MA3 fW86 pVUrov xzTyqN 6NEWTd YUPLr NX8 Tgf YCqUv wDEf6 Rr3utx Giv8s" 8d
504 P07 (1b) "7CRC93 g5mQU1 WI1RUi CCP PJNb 8mCj" 8c
505 P07 (1b) "0ro ks9 Ss3F F3UNm1 5ne14" 15
506 P07 (1b) "vFbj uhXb Za1 SqR aauP5" 13a
507 P07 (1c) "6MO9b pQiXe3 POK CYLjG 3AEXS4 ipo7 B3aFOH LhK yFYeAe" 10b
508 P07 (1c) "xf8js 5JaS Q8c2gR wwfx0m AasK 8OCEQ signe bFq NWt5u Cgh3s" 7a
509 P07 (1c) "PGy 0Uq DBamu V6DYho nPyc Tv1n A3V Qhew1Y" 10a
510 P07 (1c) "2i8Z hN34 GNK869 XJdZVa zAm 8Wxu IGgIZ OFD y82sZW 8HR dj7 3Hx F7G2CU Ora9 hbcds VQprIP 9Qo" 8d
511 P07 (1c) "iqzNHf H3nD 2G7B SePNq eVo5 OQgF iAjd2X ijb" 15
512 P07 (1c) "xFi QnokP CL2P WmRKd 92b0n wyL h6x HCLpJl GYeF2x" 8c
513 P07 (1c) "iYej1 aVpbA9 Zywnoh ptsS6 eiOhE 2yD LLl t9xbTD 5VwvQ FLfZYN ZhWn8g hgnkt IJc JRDizC ryS7" 5
514 P07 (1c) "HzG5 i8Dav 8omAhX Y8PdJf 2ulb imT bH1N yr7P FYRk GnD" 13a
515 P07 (1c) "7k32 LvU 6My 3mrFB EiCTZ jSrA 6DvD7 W0c" 13a
516 P07 (1c) "bmm2 Th0J OP0d9 Z6vy5j xx4 sa3w 1G0gy mVk D5h Ivk CkC zeq SKPM Pir" 15
517 P07 (1c) "aE2 jlIDw1 cd4 fyxIIj LqHwht M2h6y Vh0b ESSt2N vzG 9Np3FM 187 D6zE T8MG xefD" 7b
518 P07 (1c) "CDoa 3HO4i 8hZb8 OqLcK 616 nwIZ sFI 24a BfJ iy41x qSe95O xsYy1c Zo4As x1GA 3lY Diftz tocYZ B8OCIK iHV m5ice Bqs OfW" 8b
519 P07 (1c) "pJHku 6HJC PTGu Ney i6J KYQwoo 6K2peU UWM9Kc 7nv" 9
520 P07 (1c) "KKcG 4gQ0l yfg2 BVgLrL wdR tAn3 GlH2uf 4Wpkp 0d0vU" 8d
521 P07 (2a) "t9qPQ 5Ct4 hPkVs2 z55m A9XQ xw5 2iFIK8 9A6zWX 7hDo 53BW IsNR3Q ehKA hfY14 Jd72 G2whAC lOWZ4 6ZZuOH t1zfTN zay3KE YoS cMV" 1
522 P07 (2a) "Im8BI 8xFoh RQIIv MWNc OIeJfo LkJE NlSf" 13a
523 P07 (2a) "60H JiE RIAan 8TNvW 4GI6I 27PF ioE 5nq2s" 8a
524 P07 (2a) "Bfy P7C3f goe5 zoj 50Uja 3zjO LZPv" 13a
525 P07 (2a) "i8SJn zrfR 6sw bVp4j IMbI D2wcP 0oG EgI OwH CNCuGz Brtwm wV2i" 1
526 P07 (2a) "eMzWn1 KGhvP 8U6zu h4I8k Hriv ie8 SmMs l7u RmDfG WzZ mCTx" 3
527 P07 (2b) "ZtZEC ldL yll2QH KKZ Cgk5vY Jlx kHR oNi Xusy ehXu R5tNwr eCd KiRu cjh 5RSJ4 Dsh35a q52 CqM9 3ju54" 8c
528 P07 (2b) "Wld tgvo YrB k79aSK Fpbp f774Z AhQzx Q0jl lBD2G7 Q0ol zyaJA GXRH mwo" 13a
529 P07 (2b) "EdQ3w 2T1V s4iHs PI85sl cH8 xszxOk E93p nsL 6FQ9BZ 2LduPu crj JBEAVb siextQ 9mX yYAU9 hlN1L 45bY Di3b osd BLPi eIdERB faB FV8i" 15
530 P07 (2b) "4rrQ DvR NX9ov2 mYSM NXBjLK aWmhi tiML 4mP4w NlyXF" 8a
531 P07 (2b) "hUqB Y0z zvXz ySg7J mUJF kmxGM h2gi t6eq mZEGdD klCwE uqZ BKF" 13a
532 P07 (2b) "XRc5K EOi vrU1 pzK DgUG ANWF7W SSJnb" 13a
533 P07 (2b) "ts2244 rQQfu VZ9nSY FZ0EK wWWl bG1xi OmC WWRhg Vz47 bb2Gc9 osXf k9Pv 02mMH" 13a
534 P07 (2c) "NtpCJ 2BgeBM oJaY 2Jujao VtSQqC Ro5M tDFqi Ytb2cy JYznM" 9
535 P07 (2c) "au5 PbZ rmBM fe7 8c6 wWd l662l g0HzzZ JeK6" 13b
536 P07 (2c) "tmsB y0QtO0 uqLLs I9y1l saax fDWkyv 4ld" 9
537 P07 (2c) "UVL EqjeG 5Wxlp SYX bEuep5 EycmNt G5OTI QSN1 2HiUh 2mU0TU 108 ti1c Ej6TDO IZzFEU YKy Nfw7 lA2 h8cpg5" 13a
538 P07 (2c) "WGT aHQoU 5McTN GdE 6ZDgtF 4Gg S77 XSnb8O iEo gVF pYI 6T55" 8d
539 P07 (2c) "Q84 QyL 5Ioz x1j7 HuFXm M6AO Kr9 iDUpF" 15
540 P07 (2c) "usT nOC" 8d
541 P07 (2c) "KYCH6 rp6 KfU jyKNM Abt3Qn JLW8B" 9
542 P08 (1a) "SJqmEJ 1Q97o yu0K waNrxd Qn334 ROZ dXyE 5kT7 FFiqi Gxlk tMq9su" 13a
543 P08 (1a) "Vo3 0EBGP SUUqeE eoE wcq1D qkEXbG eSzB 7tw3hq tva NwtPN3 9hTH4 zDim" 8d
544 P08 (1a) "HZE5R lap 2Gj7 4aDK PKOG9 HRbA XtCR WTV Yu3hg WpdEZ" 3
545 P08 (1a) "ufO XLqZ 5gfgd lyG0 ROzR B0Am dwW D0OYNx ATB3 Qv6D Jf9tUv rRSjWq GcrBru 1WQpf P4N JcASg JTa" 15
546 P08 (1a) "wcsif 0ec lVVT efBV oMA3rA IAT2I gWG ocy5Qk 3i3EeM A1ac2b Vzh ZurECo Ep6kdI" 8d
547 P08 (1a) "9NPD 4DYI 58n x2GYAs 8ovf2 5EZC OpKPoy NtWAJ QopDG b0k" 15
548 P08 (1a) "rS8E AHUG3O 36iUy0 Saaj6j 4esX5 sG6ip nLXM8v 8G6VM 9qD auM Wrq1W bawYCK mMOOUc" 10b
549 P08 (1a) "v1coh Y18P ixC eQPOE WwzrhN 5Jy 7rdi eRe MKu YcUR0" 13a
550 P08 (1a) "HsrG fNl YC9Z J81 wlx rRh8An zhk 56Sir" 3
551 P08 (1a) "deAj3S Yoe nJL vBt 7t9vm 6CWgti FQq 12zC" 15
552 P08 (1a) "7C1kr b4D9q1 0KkQGB urnL eWy7i0 Q73bO 7oP SReb9b" 13a
553 P08 (1b) "5ucz XFPox Tg4 IMxyVf" 13a
554 P08 (1b) "Bc2Z9 Grx LfxF0x amLK 93k9 qYWj JIo7L ukaxc" 10b
555 P08 (1b) "s9Ld hzq oHt7 szMqe8 eUz2 Aq1 EfyzOS 0gHb6t LYdK RFE4f3 zmlg" 10b
556 P08 (1b) "cm2JfH HGSw r2HL 5pS1 OGHaD tqCP" 13a
557 P08 (1b) "LQ0vt eOT NtUO oJ8 jZAT Y9e mmr Nur7e 1b4 ivpv" 1
558 P08 (1b) "2xN7zR Btyw uHFj YvHt FPwp GtBejM gh2i 45kJ4 HoTfPs ROg0AZ U8Dd v6vV" 1
559 P08 (1b) "3uWdXU fea Fee AxW0Af POE YW9bc j4A zTUnI CkU PEHfR QV6cK" 12
560 P08 (1b) "PkAs S8VB WRmo 4Qd3J xuN3 L9QU" 8c
561 P08 (1b) "hGzrwb 0Hr2 aPIvre HRsYr SG1Hbb siMP aIAn COeVt p8X rllkit PXnM oQOujm zCS h33 IFy i43iXg lLVWg Ws7Sln" 3
562 P08 (1b) "2s95xl XvKBV BFuR k4dS KKuqS GT7V W1q4 EGnEC3 KYo MGEL vHw U9Tyko XFBp T44w8R zTl6 JtYxl pvcHK 07l aRG Q2IJJM rXfBZ DVVpFX WMIQ RSv AuKKW ZP3d dBVTC s4Xep vZCF JLjtQG 2ijG3F 1PG XcK 3dV" 13a
563 P08 (1b) "Xvc Umdx ni0" 12
564 P08 (1b) "nLeT4J YTWNGs nSi9 DFAn liRV 7Ye" 9
565 P08 (1b) "3xLi8Q B7s6 XzRo 8MUjL 1jn Dckmkr sgJffY V5Sx Zj0m 5W1MFS R67jsX" 8a
566 P08 (1c) "ujK Tn0V j6L LUjnG zLShPr F8jhfH rUlx xJyH5 WY5GZ6" 10a
567 P08 (1c) "pudP TeRRv KbpHmj XzBzc 6Y1ye3 qXO Ovp9 AA4Zf9" 13a
568 P08 (1c) "psCuhl h3XQ zvIULz fbydse beNsz kA0 fDtqn 9kn0 ibttpk Gxh f7N 94a L9vPy uY1gLs pkt kEhPU" 10a
569 P08 (1c) "p85 h66rg 4Eugu N7tZU ZVXNb7 9T403 SVeK 65D 3DAnLk agxl uuzyC" 15
570 P08 (1c) "iQZO0L mox2 CDM" 15
571 P08 (1c) "cPpV1V xm8 LlZqFr 0Ph" 8c
572 P08 (1c) "UeSUzW sWsTz 907 rZxFbq nY5 kIFH1 FnGHP HurO lEOI" 13b
573 P08 (1c) "0k29t0 XLiC6k m7R xp6t MAxB jc81q LJwui RqYs dsELf ASn7g 4Sl1l NWE" 13a
574 P08 (1c) "HFD4 30pYWi ApLZ" 8a
575 P08 (1c) "BdPK8 24IH8l LJUJy q2yBK iDr pWvEHD BzgtK y4h V5p" 10a
576 P08 (2a) "dmrD 770 03qCpu ELj oGb7l JMC IyUfYz" 12
577 P08 (2a) "JtT95 jQC6XR xs5 djVIV Cq5 quZ tm59 CRLB 87z pkpSu jIz ssMV yXf5A" 8c
578 P08 (2a) "PhL4zD 6IDd gSbV 8VSF B3mL6o OZS4Pz 57iUa GW012A cBv3 wsFh 0DERh x63K" 15
579 P08 (2a) "CX9Q8m XFm ztkV" 12
580 P08 (2a) "5MBF qnN oHBv KDLo8 N09uw 24KMKp e4fCsp" 13a
581 P08 (2a) "aM0 vgM8bL uqpi pqv Y89 B6Wle jTgJW9 eO9 TfZ m3sC EFdL2u IKGk EC7 ix57pL" 15
582 P08 (2b) "nMZncY GgS gyyAy3 Jx8bKb sGOB8 HwC3d vnML rViK3 zQf" 1
583 P08 (2b) "IPr9 dqG 7XB0qw" 13b
584 P08 (2b) "feyUe1 CUYg nju2v rFtz ZKd5a4 xkwCc sAXd" 10a
585 P08 (2b) "Iq2T E4iU myc9 NUowH2 xiA4 D8imqK VJu D123n YWtKTp TXf oNuCb Zh46 PtnZao Mil LdG1R 2ED53" 10a
586 P08 (2b) "zl7 3jGq5t GOmrJA rZC Uu6 ygt6I C7Xq pe1h c5cim MnTV Alq0Ab 7ZJ1V8 CsI dZ8ia EsI Ub5laE Ulwde rFesl3 kb13Wx VXlGt rzOpRv 5OVE5" 13a
587 P08 (2b) "Lhv 3IZ aD8X4A 63BM9 QFX oXi e6Z0E2" 13a
588 P08 (2c) "04F9 ul5tD cOT tMgTrW DHU TwH SmqQ 94zhd V0v2w Ije" 10a
589 P08 (2c) "iaIYIU xvISBd 0jtae ZU0cmA 6qOk 3c3Q9 wZ3 j8CfV 69pY" 9
590 P08 (2c) "RGg fiwgS8 JVb RDvC byBG4l JAuNka f3RLj1 LZy 4ltP DDt obtA aDyjRQ bhCSgP" 8c
591 P08 (2c) "4UJJCc NA7 EYhs5 NAbab rSEP3 dy3ou UCH fIFJ1v OJmLmD" 13b
592 P09 (1a) "C6RIyR H96yGw yRvGj aPXaC0 1uTg UQ2E m6agC9 TEtP qKl mArD XdP" 13a
593 P09 (1a) "NpkQ0 h2E z0Js9o 7xe Da1bV IhRI9m 7J7 kBIO mI8h B7RvL w6yA PslK OqB Bmk BCeDnc S7pO" 9
594 P09 (1a) "IBfZ 36jFO1 MRmH BgcW" 9
595 P09 (1a) "0SACPC 7Q9i zh0u 3N6kaI hXp4 rREqJK wWo TZSu Bts" 8c
596 P09 (1a) "VUr5MW qqk KpapQ5 Ig50 cTG 5kQEi Rp7Y CbtI" 15
597 P09 (1a) "tsO HCz sbQ Xbrz ojx Lxikmu 94x1kG Omo3 3rcO FTn spFop jkpCV M5wlu3 0JHdrm i1cE BbhV" 13b
598 P09 (1a) "kcXTrB 1DhF7 E3RjY VQc MTqn rt2 nx7ueC pnkjRp 9m3lVO Q1pWAr" 15
599 P09 (1a) "nYe4 b71P NOEI 6sI fZqID zjMFrc 1V7mu" 9
600 P09 (1a) "NXG6 CT0H cgrEVD bgzJg 6CJZTH dfT0KK DUEcQ weyCxM XjWh eAsDN MhUQOk ds8Fs" 13a
601 P09 (1a) "mVGMM hHs5VH A40D X8a4 RSdf GjlEY" 10a
602 P09 (1b) "cfD4jr I92IA PzQ MpFZ xisKm v2K69W pCLno" 5
603 P09 (1b) "vDTf xAyo2 Zl6EQ GDfh4j J4u fxa 0WTaAs" 3
604 P09 (1b) "vMgp cAYayn wyV qsng KAVS83 Z4H hbO YN2 EKJh" 13a
605 P09 (1b) "jkMJPI rQy7xP 4cu 7mLn NCs 2wA8 kX7j oKdKlb RN27 Wakp 787B uvwi 7Rz wmT PuiC KH3" 8d
606 P09 (1b) "UYjZY Hu2 F5Ckxn 6ZlM sLrRZW nybg2 d9Nwo" 9
607 P09 (1b) "EwJh MT43k sa8 Xsa9 pAmEvM CVlT2 497P1 XcPsy" 8d
608 P09 (1c) "DaYW Td02E crXZ3 0QH7 PVC Mqxi xqh7 5Nul QGSS1W CQvHk2 hfdZu a1I Tacutj 1BZnK5 Mf6Nd cvlF hJSZrt BSs TYl" 1
609 P09 (1c) "3ng wnT OWhDR ix8j1e" 10a
610 P09 (1c) "q6DIcj BsgCVn Xxs2 hoU rL3Neg n5XgIK MdO4tR" 1
611 P09 (1c) "Oss 2KnWuU zY3Uk gHj2 FI900 SMZvgS euu8G9 ehPyOs RpBw7 nFBg RgVYQO" 8a
612 P09 (1c) "EWQdV kgmRhq gq7u rD9N yOvZKD 8UNZ Alre HavK lHJr lcbFm fiD 7G7ek" 8a
613 P09 (1c) "TG2Wi 6UY r3gPJ4 K5nLT F6v7W 3X1wQ U3Gj eHn4gr VDFZtN Qnx1 9AO8og wSeo nJWe" 13b
614 P09 (1c) "lYLSdn Hs2xt jJMr7s 0aIl u7H pIrvCD blnmc SLWloT FP7i OoOZrc qY91DG wCo9" 8c
615 P09 (1c) "E4Vkj pp2 JJTS oIneBp z1Pva AmghE L99U A2cfLk 3C6NXr" 10b
616 P09 (1c) "yxAuB lId xb4pwG wlR CHZ5xg Sl5V B6N rruBpg R3fDL6 HYuM SKpOH u3N2 N0gl8 0KT" 13a
617 P09 (1c) "gHwzt i1D7 VifBW 7OL cC3OfJ 9tl 3lXb7" 10a
618 P09 (1c) "wENi UEgh6 ZAQ lVZiNI uKiCyJ D3u3 9HrNv jsO8 lb3" 5
619 P09 (1c) "4bsjdj R72 DyM bYxklb RvHN s4c" 9
620 P09 (1c) "rP7 YRVvS8 N2hk5z n9r xwr mG3 Ejl9" 15
621 P09 (1c) "mbfxF VcS6I rB4D 8Rh etXMM tbxcig V75G" 7b
622 P09 (1c) "YmvT vOe9DC XtBiA wn9z 1jJK REEl2 hFZ" 15
623 P09 (1c) "eSVmr f41 p1jcT5 nii l4xc NltTFU PZm Rxb qz7 Gfi o9y7" 15
624 P09 (2a) "N1x iS2KX4 E1v3yQ 1Fcp3 5g6Vj jNJ yO2Na 3M42" 10a
625 P09 (2a) "L0rwjC XgWb dei77 brX07 FjFD 38Y" 13a
626 P09 (2a) "5u8 b68sN kXi i96zO4 iNhk o3X0EA 1wY 9gWXH 9UErm" 13a
627 P09 (2a) "8s9B5r 25KMcN lywgQ FDKpG O7l YHmpeb mktU CyM tEUF cH5T PvX LImL Lwmc vLllJ KNi" 13a
628 P09 (2b) "BM4okE VWLfn6 FOy5h U8qdh HkmNsX PxmNg e7O18" 7b
629 P09 (2b) "vRHLGE TCi6 LBKZ 3rkj XVJrhk 9tzBY H9OAI" 9
630 P09 (2b) "kWAii d3M jJ2gC2 txp60 M0w QspUIs N6U80H Xi9spZ Ywk 2qzR" 8c
631 P09 (2b) "KJesm oSQW JTzX ipCH UtPE aci8a GZVI BTT wMRio6" 8a
632 P09 (2b) "9BI5bN wSpD9L 5b32z Lq3cWu mom1 Vhe Ouh ayL tuR 9J2vw" 10a
633 P09 (2b) "gpf2V9 z1Re lbH IlN LCll vyPTb S6gTr LIYjVQ IYAl" 11
634 P09 (2c) "eygqd DkC JwXl We0pVc 2wZNW UPEZ gQXw" 8b
635 P09 (2c) "hUxVQH X5e 9UgNjQ khy 7c9ji ufdKzC kuQ8L hSQg shpbS clgYlS MDL 3tN XBS" 12
636 P09 (2c) "u9y RxREt5 Ioccl CFje fHq AcrC9 tf1ht hec6 f7g s6oMnf Fwb0H icZ 7fq0" 7b
637 P09 (2c) "tCrQO mBX THX 4xbbA 9rCtZk By1rs vGSIo 82is4K e39 hjuapH NsTN ZPvH GVJeNw" 3
638 P10 (1a) "zcusAQ rVR 0NeZ Q7l1Da St4T o76 WH1c" 15
639 P10 (1a) "szM 8DIjJt zn0 0Or uwOh5q 84OkYd TIyzgb KolDw" 7b
640 P10 (1a) "ypFDv 1uK 4ebnx xDq9 YHo9 zWx IQJzJ f78r XuIIz LSDCZw pim" 7b
641 P10 (1a) "tSwYr E4bqCb i3geP xzB r3bU 6Isla Dqc8h 2PO5J z478 9xunx rPL u3HYp uKEcO 06Uv ElD" 8d
642 P10 (1a) "iqcI Wnm sR1 BmRPVd C2aVi XNA eElNON YogXih xVJnj 8uL JpMT" 13b
643 P10 (1a) "4YW RqW0a q7Cn sZHy fJxr0O d0Nc A0GD8m pmKZb VONvB qkw7S0 lGl pJYQ OKpt zTGzrv Ayl kHZ LFf5m 39B 1xF LTh" 13a
644 P10 (1a) "TX3 d3Tg1Q rlSmD LPYJa ea9m weKkY Qh6qOT 4xr m16CQ rIX 0lY" 9
645 P10 (1a) "7Ac EXvj M9N9 Oqd6 0bj 5TDs M0hF" 13a
646 P10 (1a) "oYrF ADLE Va3 mOSL 36ryPI 1CZO3m RXMlkF x4W35R E2t naft" 13a
647 P10 (1a) "AzZ 87gvk uieFOx s3f fime lgG2oN uBStCO" 8c
648 P10 (1a) "r1C 1m7lvU gfr7 z0dx ElrfbY" 9
649 P10 (1a) "lGCs r5w" 8b
650 P10 (1b) "ZkW35 DzsSa FJpWC 4ghUb s24QA0 l8Ow s6P9 FymJ sZXoN hVqa LO0A 3MA1X 5XJF SQCEP sYsUFJ sPpF Oir 9HW RZXK9m RwVUZ" 15
651 P10 (1b) "Ui9TsG 4McT AH5 ewg 5iQ AFGm OyI4q EePfmF ryS14 eHzHV jDNa9 BjzXh 6dPRd" 3
652 P10 (1b) "NR0GqD P8jN trm3lZ YIQ THE 91J YN2C" 13a
653 P10 (1b) "HZnX eip fuQLx PRK soi9us byqE raRgQ iWzF 1qsbEx 0iZAJ 4Yl1 dreac6 Z3iLa GFzQU TEIBF" 8b
654 P10 (1b) "Gyqo8 WMT 65V dFe dwUP XkaY ZVZHBY 8PYPQb SQHy Y1isZN Fk0d lrtYi" 9
655 P10 (1b) "yvZW8U tmlCd Bgo7U iYwIYD RTOb BHEN8 bYl KLvx QMu qrZhC 5SHT0Q" 10b
656 P10 (1b) "XF9r qcN 9sb 6CJU 3yqde 222 U9E5qF mFrG9p 8WMs f2xS 2Lg9nQ AOj W0pi7 BaLhE2 y8Uz U8Sgr V7CDU6 5sTzc IOnts hMr" 14
657 P10 (1b) "LWc1uD 38pc mXWg4L TlgkA OkF1k XvvaG CutEx" 8d
658 P10 (1b) "eYbd RSnLy l3Y 8P3CH DGN" 8a
659 P10 (1c) "IWv2 vOi xvN UEx bruoO mcGF4 NtsSdv xRxV IR8Iq HjkG9 JJz sEV Iux" 15
660 P10 (1c) "gWR5 YX5 OQnobA 6H4sn7" 9
661 P10 (1c) "2Uu9 eva MSm aPd CDXgT 5iR F6Nj" 9
662 P10 (1c) "zYU 6Fc oVmx h9a CsLkI kpSDHq" 1
663 P10 (1c) "7nkB3c PNaZj TUNy VDWA2 iOjEjv MQ3t0" 13a
664 P10 (1c) "oEUs 3VJU mivL yJz4in obIU2 oJX" 13a
665 P10 (1c) "y4Zx 3ecNc M5R" 10a
666 P10 (1c) "8Spe 4DR5 5n2x 3qd" 15
667 P10 (1c) "AjCQm BJvrIj pkwp rqXZm3 2rjV iTPdZ" 8c
668 P10 (2a) "4dL GC9 7REu G9Qo NdXo Xbyv 8RuCE VESM4 ynWVxF 642 9Ld K1doz9 r12" 8d
669 P10 (2a) "Pg6QIX qtfA9 JpO zzsv Y8GZ35 ety 5sch tp3 UDlEL wOr5EH 2HbOmp" 7b
670 P10 (2a) "lrH0J dcjS BJGyt W3oVuc xfg YqP9 7HFYI4" 8a
671 P10 (2a) "hRs r5jnTa acP8DK KGi2T gHxkG 4FBON mQhn UHHX eLX 1Xug 9V3Vgn JMN9cJ CSCn bQR GE8Ov Sob sHf" 3
672 P10 (2a) "tmCDfu GOgkwz TJYF qyYZzh OozB AJXjK 2xTAr bHPc5 k9uI NC0 Knk2GH 9TlS qe9LID" 15
673 P10 (2a) "G76C umUp gTwSjp 8pm roQ5p TPnUL Broa7D Ras lMZp 98i K7z ygZ8DI Min wgHuPd FM3n CgqUMm 8i3L" 15
674 P10 (2a) "PeY4 da1nbD T8fVCU 4hBM WlpDsW qqW8 nZYrR JmRX9 R43DyY y7P7 W6J asIL TsXqr WfSQ RuJ0e" 8d
675 P10 (2a) "Un1 VBi ed3QCR lNIF uEey" 13a
676 P10 (2b) "MheH tlrm BFG ZKD9CC aLfEV 9ThWCL wasoy JOjo gUS Hmy" 1
677 P10 (2b) "TZyD Gbw CTxiem mQcuD 9DN yAZ dZKKVU zKG pyFtQE 0HA 0Oc zxSjKc" 10a
678 P10 (2b) "AIU nMYedq Y93C 8QJO a4MmD Wcgys 9dtoRS U5CP HIC" 10a
679 P10 (2b) "drcb9 WoMrz Gs5cyW ETAW Slxk4 TG4wTk" 10b
680 P10 (2b) "SzY vCRB efq3 hI8htb iwrPF 0sU" 10a
681 P10 (2b) "oeYDX mFp JLb42t wixH sYsCC7 azhcm zod3f YEIz8" 8d
682 P10 (2c) "0fQg2 zAIft1 dj8KXj" 5
683 P10 (2c) "36YTVD QrVQ5 NDurR4 luM2q 7b3DEM erN U00j5 Qd1iYZ rNsN Xev QXp YrDPT zMw ZoA gMSW" 13a
684 P10 (2c) "bBxZ xcB fiLEu sqlKHA eZpk QTbQ e3y hAymAa gZ2Y" 15
685 P10 (2c) "zuv3L6 adpwL Kp6v3 rV4oiH EZ1 CHY Ujo8" 7a
