Proefpersoon Instructie_Code Segmenten_Sophia Perspective_Sophia Perspective_Jael Segmenten_Jael
Transcript_P15 1b "dECF GbXlex lXk XXd tE4G4Y byc" y y "dECF GbXlex lXk XXd tE4G4Y byc"
Transcript_P15 1b "Qse HVb bs6Co Ggy1r 2IKh8n 5S6II Qmesuf e7cgRI JpC QWw5c NEsz 3Gp 0jorl8 gJd sapXQ T5ujmj G47 A07STQ 8JRu Uby x0Df" n n "WlASkC N0Ub2B Oh0A 76L CMXb 1MMic wxL Akp Xbw8N cSf"
Transcript_P15 1b "ZVmSQU ayOSa PpsAH" y y "ZVmSQU ayOSa PpsAH"
Transcript_P15 1b "3czLh fom9O Zqkc3 EPYGZq hM7o 2ZtsHx amf GVnbU ki82AS t3qBm" y y "3czLh fom9O Zqkc3 EPYGZq hM7o 2ZtsHx amf GVnbU ki82AS t3qBm"
Transcript_P15 1b NA fill-up-for-keeping-same-rows n "yWX 8XowDZ Vp3FM wTLwFX 1cVG5 lgU S7fR hqHeo4"
Transcript_P15 1b "aQBbIl GRw lVu 694 jpm DkK4 xHfY NUsKs" y y "aQBbIl GRw lVu 694 jpm DkK4 xHfY NUsKs"
Transcript_P15 1b "xvWlyj a7t cEn R8S cfNdk WpY YUVA6p 7h0Me" y y "xvWlyj a7t cEn R8S cfNdk WpY YUVA6p 7h0Me"
Transcript_P15 1b "k7xS0N Sqf8Zl HZq ytlDe 9jW75S 5ygti pGj 7VW lSopB is4 7GX" y y "k7xS0N Sqf8Zl HZq ytlDe 9jW75S 5ygti pGj 7VW lSopB is4 7GX"
Transcript_P15 1b "s7zA7 Ip6K rfj6qR 6NAj 4m1 nDDs 3qfWb 88SU dlIcwU 18W vW5Q0x" y y "s7zA7 Ip6K rfj6qR 6NAj 4m1 nDDs 3qfWb 88SU dlIcwU 18W vW5Q0x"
Transcript_P15 1c "q99 P6KW q97b tBXt Ym4 XHy Ah4cCA 9YNwV hT8 M50kN4 fROnRQ LCjQAB Oxk 4OOu" y y "q99 P6KW q97b tBXt Ym4 XHy Ah4cCA 9YNwV hT8 M50kN4 fROnRQ LCjQAB Oxk 4OOu"
Transcript_P15 1c "bfjF x9gJQR yP6a2 HW0d tnl ISrP4 dmyAm4 NXF QrZBSi 4sCel 76HBX9" y y "bfjF x9gJQR yP6a2 HW0d tnl ISrP4 dmyAm4 NXF QrZBSi 4sCel 76HBX9"
Transcript_P15 1c "TPuT OgLH uVgeD nkh 8ac" y y "TPuT OgLH uVgeD nkh 8ac"
Transcript_P15 1c "UC3KAL 8Vh8Or 98PL4 2EU7 Lxq4fS Ee0Y kO5j8D Op1 zUk5fq 1hT LNq eX8Y" y y "UC3KAL 8Vh8Or 98PL4 2EU7 Lxq4fS Ee0Y kO5j8D Op1 zUk5fq 1hT LNq eX8Y"
Transcript_P15 1c "DqB9Z4 oIah sbqWb9 5G4 HoKUso JSADj Z7txc jdfb3p YRX9O" y y "DqB9Z4 oIah sbqWb9 5G4 HoKUso JSADj Z7txc jdfb3p YRX9O"
Transcript_P15 1c "2MrcF xAn2YH 9UJjG 7h95R o5CfqX ggb kHJbId" y y "2MrcF xAn2YH 9UJjG 7h95R o5CfqX ggb kHJbId"
Transcript_P15 1c "HbqV vIt Pr1REy eJI2TQ odHVtg 3bK z9pjkA jNtK Azh gYOD xhu 6jXg rlLTUI l69 6nU4Ep" y y "HbqV vIt Pr1REy eJI2TQ odHVtg 3bK z9pjkA jNtK Azh gYOD xhu 6jXg rlLTUI l69 6nU4Ep"
Transcript_P15 1c "vnwgv Owe LUdd q2vRv Gye27 ESzfQ JW3i9N 2BEB bP5cgO gShI7X dMCsy Myg5i Rh4 94ouJ DKc6 dDvye UYwk b3UMUC l6oWjB IenTdl YW0B" y y "vnwgv Owe LUdd q2vRv Gye27 ESzfQ JW3i9N 2BEB bP5cgO gShI7X dMCsy Myg5i Rh4 94ouJ DKc6 dDvye UYwk b3UMUC l6oWjB IenTdl YW0B"
Transcript_P15 1c "b8t 9cvYP pp83 pwI DU49M eHiWl sLms9T zWF" y y "b8t 9cvYP pp83 pwI DU49M eHiWl sLms9T zWF"
Transcript_P15 2a "5ahY 7rSSb dI1i1 XjUz6O 9x0 nvs6 SZPoL UBGU DiCJ" y y "5ahY 7rSSb dI1i1 XjUz6O 9x0 nvs6 SZPoL UBGU DiCJ"
Transcript_P15 2a "zcr7tA JT68pv F61X vg3hZ 4Z2 zXM 4x9Wy aByPt" y y "zcr7tA JT68pv F61X vg3hZ 4Z2 zXM 4x9Wy aByPt"
Transcript_P15 2a "TaNUI2 pcQ7" y y "TaNUI2 pcQ7"
Transcript_P15 2a "naiUu ODX xkDLiT wQWAJN r5K 1xkjG l0h56 Og9PR LOfhG vqq2" y y "naiUu ODX xkDLiT wQWAJN r5K 1xkjG l0h56 Og9PR LOfhG vqq2"
Transcript_P15 2a NA fill-up-for-keeping-same-rows n "2lg9N EF5v 3wVBY oCF"
Transcript_P15 2a "XRE yjYuN" y y "XRE yjYuN"
Transcript_P15 2a "zZpUBP uk2r PO6An 7qyjJ xAmt vFP QkWxR0 hcc oVPgOz 4p7 5EL42w" y y "zZpUBP uk2r PO6An 7qyjJ xAmt vFP QkWxR0 hcc oVPgOz 4p7 5EL42w"
Transcript_P15 2a "yD2dM ZWUC7x rOip 6ojNk z6P88l WHl3 juYEiJ Dh9B iydbe LLMW 4oOr9g 8gb5C sokc Q4bM0k c99i0 G3mL0 HAFOo bHebOC O4Xw 98D8bC aP9JAK 6Fx7f UgB3T G2b" n n "Z1GD94 LLhn PA0aD TFhgI dbn ws9vi uGf kMP5OF kBblfL Gy5Kk 7s2k1K NVwBS9 R7gCW snE TbMA yGg oHR eu79uH"
Transcript_P15 2a "fT0VjE qn4eG7 w2vu SKQMOK IeNGMJ YsOV LKfSA byqV Tgo4ZC qcXM" y y "fT0VjE qn4eG7 w2vu SKQMOK IeNGMJ YsOV LKfSA byqV Tgo4ZC qcXM"
Transcript_P15 2a NA fill-up-for-keeping-same-rows n "ju8N mFkTq yg1Y B2Y 5AL 3i0I3 iLifT wxgW 6yrYl jYwtQz Xr55O8 Dzfes vHhCNU cW2jkV TAYKLS vO3"
Transcript_P15 2b "O6a lQW1l xUyA sRP H61b H10k 3UOe L4am DpgnEt t69 d7P9 dwK" y y "O6a lQW1l xUyA sRP H61b H10k 3UOe L4am DpgnEt t69 d7P9 dwK"
Transcript_P15 2b "HNK4k rk7 Z6Pvb MHIN pXRyU 8qNm NTu9 tR5L NCW8 F6Ffb jQQN ceXAuc CexWbF f36l5l B3mL dvmDK vWL2x csfIe ykjzN Exa 51le" n n "mmIU4D 5MDz z7JMEe gBJ nb0 CqSzyp BeG4 Ekw9D k6W Axy0"
Transcript_P15 2b "mDSueG 5Cp wUh nenLZ vV32Yx J39 ixG" y y "mDSueG 5Cp wUh nenLZ vV32Yx J39 ixG"
Transcript_P15 2b "BMp7PY h8k 3Zf9 k7Juf CWz I2DmyZ IHhw qOuRC ejf OzM M13Qs c1gTg ClTl yHk 2lbeB" y y "BMp7PY h8k 3Zf9 k7Juf CWz I2DmyZ IHhw qOuRC ejf OzM M13Qs c1gTg ClTl yHk 2lbeB"
Transcript_P15 2b "D3irf3 ETja A5vH 8IZG x2oCXB HKpCe8 LSS2DY W01UnN m8g4IX aJAyx dNdhMb gXLSYt" y y "D3irf3 ETja A5vH 8IZG x2oCXB HKpCe8 LSS2DY W01UnN m8g4IX aJAyx dNdhMb gXLSYt"
Transcript_P15 2b "vES cg9B H7YSu 7BK7r6" y y "vES cg9B H7YSu 7BK7r6"
Transcript_P15 2b "We1wr E5iC FUiyEH 2ac9 AlS 4GJ1s1 G1jc TvP Cqg359" y y "We1wr E5iC FUiyEH 2ac9 AlS 4GJ1s1 G1jc TvP Cqg359"
Transcript_P15 2b "uDiQ boYCc6 4EKMa 2cV cMt wQW P8gu SY1Us uJQ1" y y "uDiQ boYCc6 4EKMa 2cV cMt wQW P8gu SY1Us uJQ1"
Transcript_P15 2c "CEKHPZ KOnRdn PJFW RB21TA zQC dJOuS KaNH MAd" y y "CEKHPZ KOnRdn PJFW RB21TA zQC dJOuS KaNH MAd"
Transcript_P15 2c "7ZdA4a KNBE U3M3XP Lszf2 N7P EKvwk VOcJ 6IO0 ji9 ZdULGR bn0b y09D7R 44r Hw3sk 96KF xqMw X1z" n n "jKAppM BRuiA y0FrmC 3TqR QCf9 42l nUd IvX AXWOi BYd5Ue"
Transcript_P15 2c "5JmsyQ DMmgA kp5mT x6beYt 061g XleyzK 9CjT4m Uo6A Exk Jry 7lYL aoPcP Ozv z6uTC 843 wVPC3" y y "5JmsyQ DMmgA kp5mT x6beYt 061g XleyzK 9CjT4m Uo6A Exk Jry 7lYL aoPcP Ozv z6uTC 843 wVPC3"
Transcript_P15 2c "QDT NScoZA 6uu L6Mu4 JXA TcDQv 7KHVR6" y y "QDT NScoZA 6uu L6Mu4 JXA TcDQv 7KHVR6"
Transcript_P15 2c NA fill-up-for-keeping-same-rows n "oUwIw BiNE gyI3 YYLUU3 VEUMr J7bX qYP30P"
Transcript_P15 2c "dojBz yWHd3g wjcd gmxB n0sMNx 9bMG 2PeoB hDxy M4Uj Qh7Vg" y y "dojBz yWHd3g wjcd gmxB n0sMNx 9bMG 2PeoB hDxy M4Uj Qh7Vg"
Transcript_P19 1a "PpdSKC icHV p7d3 hXlCa 0sTI" y y "PpdSKC icHV p7d3 hXlCa 0sTI"
Transcript_P19 1a "1VnX nY0 MwvE 9doUOM w5xlI SA7EBS TnuCm" y y "1VnX nY0 MwvE 9doUOM w5xlI SA7EBS TnuCm"
Transcript_P19 1a "xcs SLVJH J654ZH QeULEP OgiS c8W74 sxD 2tC4K BoaBNX 7CGT ZjW MrU 5iDKW 4BJL03" n n "FSS Mv0bg HyI Hnx2pq VQy129"
Transcript_P19 1a "pm8 cgc DYYm RnqL 1Zdy 73OreT KO0rKP V30 Joz" y y "pm8 cgc DYYm RnqL 1Zdy 73OreT KO0rKP V30 Joz"
Transcript_P19 1a "6pKNlZ VhIF o1c Dw6so Km7 Uo7X1k oBNNeJ PVH 6yRbWE bgo ZxbP7q CtX CB8e HYU75 NhCH 0tN6ZU UZhdC WIirJP UK3J7 3s2u sg4 zjuER" y y "6pKNlZ VhIF o1c Dw6so Km7 Uo7X1k oBNNeJ PVH 6yRbWE bgo ZxbP7q CtX CB8e HYU75 NhCH 0tN6ZU UZhdC WIirJP UK3J7 3s2u sg4 zjuER"
Transcript_P19 1a "J0r Tj34 FX8 FKw3 NGJYGZ rP2 l1kC2 OyeTZ Mbj HW7 VkpN mK2 mx5 hHI bn2zOE j3zonn" y y "J0r Tj34 FX8 FKw3 NGJYGZ rP2 l1kC2 OyeTZ Mbj HW7 VkpN mK2 mx5 hHI bn2zOE j3zonn"
Transcript_P19 1a "FpVnG 5xFBg yxF6Z gwSu3y Pa8 70UIj" y y "FpVnG 5xFBg yxF6Z gwSu3y Pa8 70UIj"
Transcript_P19 1a "lECH x2Jw 0ib qsc ZZgK7D krE xox QVgst dx2" y y "lECH x2Jw 0ib qsc ZZgK7D krE xox QVgst dx2"
Transcript_P19 1b "Zi9YIz cHNAp3 dMN WNT3de U70 l4P" y y "Zi9YIz cHNAp3 dMN WNT3de U70 l4P"
Transcript_P19 1b NA fill-up-for-keeping-same-rows n "aeRLKA 3JlF FrE o4owl ypvMZn sLf eEiqb 5Aj7o yaZR w7XgC gBqbF 5PbPI SrLV5k OBV"
Transcript_P19 1b "Pt1qe HJl5 wTgu DFv1W On7 zdh 6Rg rkF 14GMRF 3nu6j MMV a8RiiM 31Soid 73CUu b8LQzo" y y "Pt1qe HJl5 wTgu DFv1W On7 zdh 6Rg rkF 14GMRF 3nu6j MMV a8RiiM 31Soid 73CUu b8LQzo"
Transcript_P19 1b "RAhaK N6eNe FPZRuu SGpQ eOz Ems jVg1 p9fPF ZU2Ktr gSD x8Ynv zfR yI6mQ udPLL 32Ovp" y y "RAhaK N6eNe FPZRuu SGpQ eOz Ems jVg1 p9fPF ZU2Ktr gSD x8Ynv zfR yI6mQ udPLL 32Ovp"
Transcript_P19 1b "FgC cfX wGmEJc vMGpW5 3cg zzwzTX io573 a25exC 8vHz" y y "FgC cfX wGmEJc vMGpW5 3cg zzwzTX io573 a25exC 8vHz"
Transcript_P19 1b "z15DsP bMnNir XiIrb 6I5n LWUNx0 TREf gUOLXn O1uw NnBzy mR6th AwRV9 S5ihQl" y y "z15DsP bMnNir XiIrb 6I5n LWUNx0 TREf gUOLXn O1uw NnBzy mR6th AwRV9 S5ihQl"
Transcript_P19 1c "gz5 aoCC eIxB 8FYH nxI5 fA3 ZcZ fbfYY ylNv avVUMJ yRgPpZ GeTnLS NPthN DOjD ahq PLh Nz0V CrIEy 3cjx V5Zm9E I8R7XB SbCs wMuf" n n "4uO4 TMRjR Atan Wx9ssy yqc 6r9Rea 47nisn bytl0 4Ss01i HOUb FhQ F0z rRTiwk IyBeX vTNv"
Transcript_P19 1c "mUTeZ 4u59 w4Mmr9 k8EEh 0yJypr EC7ay LN0 eTLZXL W3ADdU" y y "mUTeZ 4u59 w4Mmr9 k8EEh 0yJypr EC7ay LN0 eTLZXL W3ADdU"
Transcript_P19 1c "m2Eaga FIJSv ma2 DdnYd p75VU VNFG WBQvWy sVsyh S0QW uRt66 eODFY cRJ7Q4 8VQBlR 6QsHe YOD51 AofXS 0EYS va2 WVH GNl MZ5zx qBwQE" y y "m2Eaga FIJSv ma2 DdnYd p75VU VNFG WBQvWy sVsyh S0QW uRt66 eODFY cRJ7Q4 8VQBlR 6QsHe YOD51 AofXS 0EYS va2 WVH GNl MZ5zx qBwQE"
Transcript_P19 1c "PFPm 7fBY 4WOUbP Y5cj 6TmqEJ rPJlkt HV60 hwiV4 ULtA WJXU 6qilC LLa" y y "PFPm 7fBY 4WOUbP Y5cj 6TmqEJ rPJlkt HV60 hwiV4 ULtA WJXU 6qilC LLa"
Transcript_P19 1c "UCV o5Hfzd 6fNFh PZE Bv2L WJI mtm6Jf 4zbz Kd6d6 bXkZy VUBtT lNa8 tE3UsS Bnarty XIpk EqH4 3rlM pP5V oQ8 JutY XJVw" y y "UCV o5Hfzd 6fNFh PZE Bv2L WJI mtm6Jf 4zbz Kd6d6 bXkZy VUBtT lNa8 tE3UsS Bnarty XIpk EqH4 3rlM pP5V oQ8 JutY XJVw"
Transcript_P19 1c "pa7ne 1Gb Lj6tG q0ax JvyP eRZF xraI 5Ts lha q2qtgg" y y "pa7ne 1Gb Lj6tG q0ax JvyP eRZF xraI 5Ts lha q2qtgg"
Transcript_P19 1c "YzFVcH WZ2ZJI tEB 3LX uGBa7W Y6GQMz oZMoP hxL CeqqM" y y "YzFVcH WZ2ZJI tEB 3LX uGBa7W Y6GQMz oZMoP hxL CeqqM"
Transcript_P19 1c NA fill-up-for-keeping-same-rows n "3mZj0g iPGoE7 4DpEG6 EYq XSgyl 9X7 g6b jn9rp"
Transcript_P19 1c "yPz3 Bd9 4MBuK rkpzv SKyis r5h Gbhvj" y y "yPz3 Bd9 4MBuK rkpzv SKyis r5h Gbhvj"
Transcript_P19 1c "BFAY 1OEKg d4Jg xRYGNd 1EY ZXip AOs 7pG Y3ExB8 Hkwch U3i tTsZ IRD f0Z8 8rMW ITVNp vrKTP FDl3V oKI8q 5k0y" y y "BFAY 1OEKg d4Jg xRYGNd 1EY ZXip AOs 7pG Y3ExB8 Hkwch U3i tTsZ IRD f0Z8 8rMW ITVNp vrKTP FDl3V oKI8q 5k0y"
Transcript_P19 1c "zKUYn urpHt iVTQ mVWRpa nv0U9i 1X3CN Dfh35 dLZoTL nnyOg p5a" y y "zKUYn urpHt iVTQ mVWRpa nv0U9i 1X3CN Dfh35 dLZoTL nnyOg p5a"
Transcript_P19 1c "3u1w r4hB5L slH 19s JOWGQ suO nDXgie YXSBv 1PZlw" y y "3u1w r4hB5L slH 19s JOWGQ suO nDXgie YXSBv 1PZlw"
Transcript_P19 1c "NHOKo8 O4iIkF 9XIA 7jqsU rgR2 4lrI" y y "NHOKo8 O4iIkF 9XIA 7jqsU rgR2 4lrI"
Transcript_P19 2a "Fgd4j9 L9FOrN j6hOR Cwz5a n1zBrd BLKe5T OhL6F WjP 3anAlJ VqRd3D TOq D3Dwz abK1pD TjHGMR Yxs6j JNN MPc EYTkCe 0vijaD D6aa i6Yi IRxEQO" n n "2fGoV5 KorSW J28nj 6Olah YWsg GYUa"
Transcript_P19 2a "XNDeY 3mjsCi eewK tIPN vHTwh WP6Lk EnIdd I9aso ecC7eU ZcPjx QBe miRX1y LPrcOh DrRmrQ r0ZyqM mMjZ jnwZX ycG rTBPy gxk gNL xF9NS" n n "Dq0N bQZTLi vA0j7N twfvt xoBdf xu4 Za5N"
Transcript_P19 2a "uf1NR Xsi5r3 XletO x3X raKq r7F bOA4b6 GUVHq TXLf re1svP w1xB1t yOhzWN" y y "uf1NR Xsi5r3 XletO x3X raKq r7F bOA4b6 GUVHq TXLf re1svP w1xB1t yOhzWN"
Transcript_P19 2a "jXCcLO zhIYTT yvK oKbL rKy QuVi6 s0o 3Cf4k KJkZg X58IHf ph58 j6Hkrl xHYD Os3Atp 0xQ mV0 XVehRB ZOqNK7 3QU EaEXE kj0s" y y "jXCcLO zhIYTT yvK oKbL rKy QuVi6 s0o 3Cf4k KJkZg X58IHf ph58 j6Hkrl xHYD Os3Atp 0xQ mV0 XVehRB ZOqNK7 3QU EaEXE kj0s"
Transcript_P19 2a "6fm 940D XehLcc ZpMr Y3b9S kI9X 76g Nyr WvfEg yDmCo 2aId xEm ReQF NZqw 9enp sMvn 9ORGUQ KcS6 OyU11" y y "6fm 940D XehLcc ZpMr Y3b9S kI9X 76g Nyr WvfEg yDmCo 2aId xEm ReQF NZqw 9enp sMvn 9ORGUQ KcS6 OyU11"
Transcript_P19 2a "DvA5 JzeFwL qJTaz1 cscv Y7Xx M4hF OV2q oaoB WFgk dLR1S 2m8Nvb NKrF GkyN70" n fill-up-for-keeping-same-rows NA
Transcript_P19 2b "qgY csut1k LRsuL 5FG cYP" y y "qgY csut1k LRsuL 5FG cYP"
Transcript_P19 2b "YNP phwz pFlc RVmqI4 S0V6Y q77d HxLQs 5L1F Tba0r n7HTG uvsa" y y "YNP phwz pFlc RVmqI4 S0V6Y q77d HxLQs 5L1F Tba0r n7HTG uvsa"
Transcript_P19 2b "6yyK6w sfT 65DHz B350w vSeb C92XV 1PST edNMb" y y "6yyK6w sfT 65DHz B350w vSeb C92XV 1PST edNMb"
Transcript_P19 2b "WvfXSs 4XFLB4 jFvdD eXC leESo PKyq KVm VL2S qoR TMEBI BlXyo" n n "R2FQ sCLJ q9A oEwDHX"
Transcript_P19 2c "FrR IZdJ8n TohM7 diNR1r 9KZ nG4EIt 5zBAU OoPIMv QSN5qd Tabf1 KFc 4y3D 96QAlb Eei4" y y "FrR IZdJ8n TohM7 diNR1r 9KZ nG4EIt 5zBAU OoPIMv QSN5qd Tabf1 KFc 4y3D 96QAlb Eei4"
Transcript_P19 2c "aUGwpC 0lh GEnVx su3blt jI2f2 9jXoM DRrJL7" y y "aUGwpC 0lh GEnVx su3blt jI2f2 9jXoM DRrJL7"
Transcript_P19 2c "IWi9 aktQ qV2Z IbP C2C0UO K68L LI0c 4HSl Go9kO o2q tnSuc ulkc pTXFD Cx4WfE eE2 jxv EPasVj" n fill-up-for-keeping-same-rows NA
Transcript_P19 2c "limfa CPJ Xv2ZG5 jgu KCafI eY5er 92u8MU v905 rxQ Ynp VNh lTF45p 66v 7vrw XEbZH GVMaHx 4UA4 P7w6F R0zEe 8q0 3eSN6 UVVt" y y "limfa CPJ Xv2ZG5 jgu KCafI eY5er 92u8MU v905 rxQ Ynp VNh lTF45p 66v 7vrw XEbZH GVMaHx 4UA4 P7w6F R0zEe 8q0 3eSN6 UVVt"
Transcript_P19 2c "8lDREF aWOVBC HQXY b8vXi G87zdB 5jIuKS gr9M3C EKvPp" y y "8lDREF aWOVBC HQXY b8vXi G87zdB 5jIuKS gr9M3C EKvPp"
Transcript_P19 2c "R62QP2 LKXp iRoQo jBFEFq X1m K5DMv qrR44 JqA7iU BAp" y y "R62QP2 LKXp iRoQo jBFEFq X1m K5DMv qrR44 JqA7iU BAp"
Transcript_P19 2c "7Neh ujVp35 oB1F oZl dataGC l8z6g N2zmo mk1t VRM" y y "7Neh ujVp35 oB1F oZl dataGC l8z6g N2zmo mk1t VRM"
Transcript_P19 2c NA fill-up-for-keeping-same-rows n "phN tps 7oBY V36I Bda27a h4sw vRIdR HnJz"
Transcript_P20 1a "Edxz 120MT J8es yiM4o O2BweR IEB u0B u83O JcwmR lAIn 3mz" y y "Edxz 120MT J8es yiM4o O2BweR IEB u0B u83O JcwmR lAIn 3mz"
Transcript_P20 1a "hhSH2f Spi EQIk1 8EuFF vxz cHCfT RAEQ8 ncms jxYyG mIts jwtJm lhYA" y y "hhSH2f Spi EQIk1 8EuFF vxz cHCfT RAEQ8 ncms jxYyG mIts jwtJm lhYA"
Transcript_P20 1a "9V7Q jP9NyO cYnwd oGm280 lhjfrY 81Ul6t nc9 Cqj FEU D6o iNc U9z2 5WozeI" y y "9V7Q jP9NyO cYnwd oGm280 lhjfrY 81Ul6t nc9 Cqj FEU D6o iNc U9z2 5WozeI"
Transcript_P20 1a "8dPwQE vNDrmL ZDCv qvt 06B w8Bbn 2ocObf C66MbB n0N 616o WwcQzl SLP5pg zby iW3 Twx7l7 ywpNhK vEgXjp RDOm A4dRrQ UId1 tQYeb Zw1ke 7YZvl" y y "8dPwQE vNDrmL ZDCv qvt 06B w8Bbn 2ocObf C66MbB n0N 616o WwcQzl SLP5pg zby iW3 Twx7l7 ywpNhK vEgXjp RDOm A4dRrQ UId1 tQYeb Zw1ke 7YZvl"
Transcript_P20 1a "nxyrB XZ0 Be3gA oBdWp 1pg 22D6 1xuUB Mbx9 rTT SmND8 1MO zHs" y y "nxyrB XZ0 Be3gA oBdWp 1pg 22D6 1xuUB Mbx9 rTT SmND8 1MO zHs"
Transcript_P20 1a "ZoW papW8F 59jjv z2y 9JL FJ2PWW H9u 5Gdt5F Jq4fhv" y y "ZoW papW8F 59jjv z2y 9JL FJ2PWW H9u 5Gdt5F Jq4fhv"
Transcript_P20 1a "EYMz GMDEK7 YxT1 HKj6y1 pSpJ FyG1 p8Bt u7Z SGKX XpaVw nN2G aSpA BtP" y y "EYMz GMDEK7 YxT1 HKj6y1 pSpJ FyG1 p8Bt u7Z SGKX XpaVw nN2G aSpA BtP"
Transcript_P20 1b "KXc VoAX Y9Ze Gxn 9TV CMf4 bW6 Lzws G3CSsd sQSXxu XbTu7z TPYEwV LwC MzB bPxXW CgEX 6CC reeAc 6gCC y4Tq5 whP" y y "KXc VoAX Y9Ze Gxn 9TV CMf4 bW6 Lzws G3CSsd sQSXxu XbTu7z TPYEwV LwC MzB bPxXW CgEX 6CC reeAc 6gCC y4Tq5 whP"
Transcript_P20 1b "PGWQ JfVmac ovjXWe sCwRhe sh3s0c tJYS sPd8 73QR 7wvU yq4r9U" y y "PGWQ JfVmac ovjXWe sCwRhe sh3s0c tJYS sPd8 73QR 7wvU yq4r9U"
Transcript_P20 1b "KXqPl nqn WJRDM7 IPM CgN W1EH7 TS7 3Tx1ub EHJRpa lTvW" y y "KXqPl nqn WJRDM7 IPM CgN W1EH7 TS7 3Tx1ub EHJRpa lTvW"
Transcript_P20 1b "GD7CJ L8xtK NAP04 RR7x4 uhR hawPk nHo 7a9r 0DM zxN rt2 1qEs 4SiLf SOVq0d QWifH" n n "6iZmD exr 9mzMEU JEWp 9g9Q uRPy 4QtAX7"
Transcript_P20 1b "oZJt egNE 2rfeD nBsN Hp6 8ks seConV bjVSiL 765B gI0KsU 0EV VJJ tkDN a54sel aiSes0 6FM 0uyF gq7bfu wqcq" y y "oZJt egNE 2rfeD nBsN Hp6 8ks seConV bjVSiL 765B gI0KsU 0EV VJJ tkDN a54sel aiSes0 6FM 0uyF gq7bfu wqcq"
Transcript_P20 1c "Y0QVa v1Bi1k Y9oMv 9wcCj N6SD hAnpU L9Diq GhWQjt NMa" y y "Y0QVa v1Bi1k Y9oMv 9wcCj N6SD hAnpU L9Diq GhWQjt NMa"
Transcript_P20 1c "TIrO K5Kf 9KKW qgT tss zjri4q KmZ 7cql3F zV7dO" y y "TIrO K5Kf 9KKW qgT tss zjri4q KmZ 7cql3F zV7dO"
Transcript_P20 1c NA fill-up-for-keeping-same-rows n "5Ca e9cLz T9EUE XWL Xy0"
Transcript_P20 1c NA fill-up-for-keeping-same-rows n "271TUm fehOl idf46k AxadS L8f"
Transcript_P20 1c "zsuCIU 8JkOV 0rN1 VBf Wqrn pay Oh6" y y "zsuCIU 8JkOV 0rN1 VBf Wqrn pay Oh6"
Transcript_P20 1c "FKc qmR enVi" n fill-up-for-keeping-same-rows NA
Transcript_P20 1c NA fill-up-for-keeping-same-rows n "vH5Zxl k6Da 98T P8QFkt 7PApJ"
Transcript_P20 1c NA fill-up-for-keeping-same-rows n "QBq6S 6FcKGc l7os yBE4 SqSKE yaeka mut1z 739 8ko"
Transcript_P20 1c "losam gym pSSP0 MHhEx sHcF1z j3s zlkhyu" y y "losam gym pSSP0 MHhEx sHcF1z j3s zlkhyu"
Transcript_P20 1c "ycSgNW GCsKx7 UMC 4V9 1wr 8PyC4 s8Uy IW1 QGkW i8e 3LRR 5YU" n n "sHU6aE M9Rw cGqG5 zKCN KXI4fA 2pFn"
Transcript_P20 2a "zSW 0804Fz wjiGZZ NJVi Hbv kCdz" y y "zSW 0804Fz wjiGZZ NJVi Hbv kCdz"
Transcript_P20 2a "Ris vo9 U2nm WiRt pvrSwN QLG tsqZJ QzO6 rdP 83AEpn XWc2E MZrLG XxfH JSjPX emc lGdQJz vpKtL" y y "Ris vo9 U2nm WiRt pvrSwN QLG tsqZJ QzO6 rdP 83AEpn XWc2E MZrLG XxfH JSjPX emc lGdQJz vpKtL"
Transcript_P20 2a "pQwsA etq7Uj 6tIPDm K2O mVZ4 UVh6 5PYPZ pnBZ6 grhda piuaw NzSney 4KMN 3E5 XBp UpKN uMzQ jkqq QsW vZXDx EqCw POE" y y "pQwsA etq7Uj 6tIPDm K2O mVZ4 UVh6 5PYPZ pnBZ6 grhda piuaw NzSney 4KMN 3E5 XBp UpKN uMzQ jkqq QsW vZXDx EqCw POE"
Transcript_P20 2a "s4v 0MFttT JZufa 1rE XIk1HQ" y y "s4v 0MFttT JZufa 1rE XIk1HQ"
Transcript_P20 2a NA fill-up-for-keeping-same-rows n "HlSdZh RXda1 78L yMGc b9W T1cfO j2uR u1Ctlr 23U9Ys ZiEp9o SfA5 vlk Amqq YjWmPK ybqv"
Transcript_P20 2a "InqiBf IhtO DCO4WA jqcT Wv6qDs FZM zXXDJp 4rZ QIXdE BGn9 4S1X mDB XEMj" y y "InqiBf IhtO DCO4WA jqcT Wv6qDs FZM zXXDJp 4rZ QIXdE BGn9 4S1X mDB XEMj"
Transcript_P20 2b "QOG 7Lhwf zH7Ro cW04ZD k7RiYa FrGt 0yR" y y "QOG 7Lhwf zH7Ro cW04ZD k7RiYa FrGt 0yR"
Transcript_P20 2b "rZSo25 OroQcF iqoY w2x UsRYP uKN 0LSyd" y y "rZSo25 OroQcF iqoY w2x UsRYP uKN 0LSyd"
Transcript_P20 2b "jx8hD 73HxF UmMYX cKyKq axt7 7cd6 yW0qN 1wngS rivXOS mHmI0" y y "jx8hD 73HxF UmMYX cKyKq axt7 7cd6 yW0qN 1wngS rivXOS mHmI0"
Transcript_P20 2b "Uo3xt 5IfYvi DiXg 5oC E5cMI oyFBv sEA PneeMH 6p4G" y y "Uo3xt 5IfYvi DiXg 5oC E5cMI oyFBv sEA PneeMH 6p4G"
