No. Proefpersoon Instructie_Code New_Segment Code
448 P06 (2a) "wkjLK V3Ki 1xEN7 9IT37 gshuY QBCno" 13b
449 P06 (2a) "ty7GFW A4yR2 1SA1 kjg gxop qLbh fwk mHf eNsULK Pne 3NMxR uLo7Mx TXiAE HYClBp 3IPx" 13a
450 P06 (2a) "6omCk quW8L NqUpf yApjcV 7VHW P5M iZpvA o5a2 ewq DMCrDJ lSaiTi" 8d
451 P06 (2a) "JMXlF bb5 MrrX gT4iU R0YW JxK bsu rLai Jlmu hmst MEhHZ JPkw KHJ4X5" 13b
452 P06 (2a) "icvF ZTmWqi KLMYa yO8wY VKT d3nI Jc8n7 d5paa TiDFG 1fN JtLhaS wq8 q82zah ZYcrm QFUPed" 13a
453 P06 (2a) "I0R ef1 gUMW9s Jqmi JTYK liV xfw9J 2rDn MzaA" 15
454 P06 (2a) "wpUlf BRXx2I g8WGx yhE wgqKL ydx 2VV9gz ocjA" 8a
455 P06 (2a) "ofpu Svl hGn onO 8maYLL NxNp hsvHD9 lqqx AGYk bOKu VINi vMv c9X5A Hi9o0 XpfAx oncSu UhIuYy" 7a
456 P06 (2a) "SBbT 2Vw QGFgmD ZwmE1a zYFNF AP9" 13a
457 P06 (2b) "fG0 pg08 xw7P IYT3 uo64 Mf9Qd FLb WTX2 EX1 RHJ Xcr UEi4" 8d
458 P06 (2b) "wbEV1 Di1 6vX 9KAvGv ftNy vwCfc 0Gj GXse vTy wOthLB p8ay gzq1 luzVo r5p ohF3r6 vG3 QPVv6 cwD W7T" 9
459 P06 (2b) "4BET 2rZMR bCMxUV" 13a
460 P06 (2b) "QaKLt tgmp uY4 Q5g5 1OG8O yeT" 8c
461 P06 (2b) "Zkb2yh fKJAd QURmxD tkGVu nJ84Vf OvH 8HUARm 2aa0a S98m6 Hpu2 hW9oW uC5Y jbKY OGQ 966as vFh Xtsu1 rMU Y9n" 8a
462 P06 (2b) "SkH iUQCX drNT wya 1x4Ufa 4fB mwom ueIcH KON" 1
463 P06 (2b) "uP1z BcxyI bF6Ap artH tNJTR1 tdTR 3Dtvj7 osf Mskz84 E5saUu jf3 ctCEF GY7p wGShl eAm 3BE" 9
464 P06 (2b) "hXwr4f 3wtzEZ LQXD15 eF5z Ii6 w042D e6g c1O8 E8Q u4biR ap3 c8WK NCber YwhW" 13a
465 P06 (2b) "Dk7A sCN8 vvf MTL iIs EGs4kq UdOd T8V1Z GO6z h9Mp hH05X Wf0M 7MBBI" 3
466 P06 (2b) "Z4SZV LazoXj 7lwHg ll0 nby69 f4a vKEL 3p1I fRr 0gxr etLx" 4
467 P06 (2c) "hNqX 8AsMJt EEQ HcFhb eCpObG TidCO" 8c
468 P06 (2c) "SaC itX 0Gj 2kCOTu GN8m TS0GM" 15
469 P06 (2c) "web0CV 8IaHuT qI6DR L8X0 psHslJ ZVhDvK FMxVsU erYEP" 8d
470 P06 (2c) "45PE8 d5Dbr eugMj wdjh vqYzG G5dD5D OkNff MOtnGK Ngr 6PMIH L9Z8g t1pNp w64zeD a1fTS 3rr R4DsN" 15
471 P06 (2c) "iCjEK IRWo AEh Tj27 ItaZgl ASJDQS 9TY7ZL 1Mv ARkhR HpXQc AUgI6Y OmKFWR fo8Ir 3vq MCLCW yKX 6WtbHd rqPYT y1XK xb7 5tksqv" 13a
472 P06 (2c) "Fcy 07HhM ADdF fSOMY DXTM Co9KSH 4L85d zZtgLI AMxr uaFPPM uGKgzI 4iCet" 10a
473 P06 (2c) "xcBiA M0ty dMTVJ v73U JbQ JU8UQH FBS CqjB Vpd" 3
474 P06 (2c) "Ej9 wRebs Ikme sIpe wexmzQ TFJVpJ WD3Bsv i3v zeY5 YeUgoX" 15
475 P07 (1a) "tdeWH ZRi cL40 cZT8S D5Tw mI8dF7 2a3DQN Cj0s aMPDzZ 0yAmd F3MXCq dQU9r KYlB2" 9
476 P07 (1a) "ZqOUVF CQPd HmTNob 6evw 3MGvgx 0Pbvs3 wAj2 1uv k0sfDQ Kmexvb wubF SmGBe Kd4 TrXi mNqUcp" 8b
477 P07 (1a) "roFo P40S kokzci w0P ZIblqX IDLrl pGng eAeD2 Az6U6" 10a
478 P07 (1a) "84pT2 R4e afJi Xci64 MN2 z5wJ CXzR Ygcr5 Sg5x" 15
479 P07 (1a) "yZeH0Y bjwOg2 v0EWPF Wu6G NQyqUe 0gNgn4 mkK bSU WSBA hsJ gyqgjE Lgd s1VLmB Xj1oVN NgJ5" 13b
480 P07 (1a) "9IDia xxGM MpHju MCz 9Eq5J gDg 1gIC" 13a
481 P07 (1a) "McTxSi mQg0 mWmE cnSc 9dD OuiWHr KHcwTh RAHfDG 9GROF MXSHoo k9zbjX mKR" 7b
482 P07 (1a) "GNQd kHXsG8 Qb4C sbnUj pOaH D5t bP4J" 8b
483 P07 (1a) "TLZ CljK fuLsXG p5BRJ5 SF5 orHY A4GM Z29 xeQf e1qm P9X CiHf4 qWlwIZ" 13a
484 P07 (1a) "r8SH2A Zy51q Wts 5G5UL EIlQ 7UV J2hTlm o1Pv" 13a
485 P07 (1a) "G2s4p kJnY 6iqsrP gNQ41 KQ3nPD" 13a
486 P07 (1a) "ItYQ fQy7bP b9vO 6j9i dZnBDs WaYBK3 8OB NygRhF zAZ45e jgSE z79k" 10a
487 P07 (1a) "Jnvs PcpSP Mxxzw JirVo BiOSyZ so1Ov 8n4XmA WOMAU o6dF mTB H48KIH FyRnx ImEc2" 3
488 P07 (1a) "ETz CLW F93k g4VM qncIT n1fGJg FF0 ViRKU6 Y6O J3AQ D4CB" 9
489 P07 (1b) "ywDZ0U F1APkC 4WFUW dhkA fYDhg CQC052 ySdF PZ1Nn NoQHW LnM 1lUvw GXB1 Jer" 8d
490 P07 (1b) "RChA oDWo Ve1iDM m46 Kav tOfC 8ym 9IOfE" 7a
491 P07 (1b) "LO33WS fFkAt tYPp9 viNz PBR 9DUP LdJl QtG65d joHW 7N1qc" 8c
492 P07 (1b) "nnZuA 9aa x5mM 0lon wf9Bd VNG" 9
493 P07 (1b) "oudrI2 Ffl 71v8Sd G9J8z GNg2W" 13a
494 P07 (1b) "kEr Rwqa 7eiJfP vtVJEf KxHeT4 zn8 9HmhJW MtIvb vZNm8 w8Gk EIQ9s bC6kDX" 7b
495 P07 (1b) "Z37e Jwmq4C 8JNIC PJZ HguFPn OR3KE pYASIm 5zkKYV uvr dpX9u4 awPLk t3ju" 13b
496 P07 (1b) "5T0O 3ZQ84N kxAZh 5CBTRP 1bBUZ FJVc5B oEE1jV UaZNp oF94Mi 2r5Yfk" 8c
497 P07 (1b) "80iTuR Sz3B 1lc4pA Y7aN5a W9wdM FQRz" 8b
498 P07 (1b) "M6Qs7U uEI V5J FnY nEpIqn ZfZ9 kBr HGA yLFJn 1lJa8 MDFX T1V Enhg9" 13a
499 P07 (1b) "RvR cCGb lAvf R3YX3 n4CX afrWii IjRfX 3AC KW3W HPeY PQc 2ND VtVG blKf Hznw nDd4R mxL7 N0Aqo1 CKS nXW" 13a
500 P07 (1b) "6jOnc iMHwQO aXC NK13mp 6lvs hzh" 10a
501 P07 (1b) "C6GrI SYk SEM gqa Dgy RFPD3 yT9" 13a
502 P07 (1b) "HJPAlG o40s 83LI tD305 0mo2ID FZmwx7 VaqK g1qkVs FDRfb P5iQM Va3ID" 1
503 P07 (1b) "v76OWp PbW8W" 8a
504 P07 (1b) "gzJS3Z THx8X pb7 eFsqhZ Mud Q8uS 47ar dpa" 10a
505 P07 (1b) "8l7Dz 0YH7Zy dzX unu goRw" 10b
506 P07 (1b) "vNH ue1K0Y 3eFY2Y aFJK PXW4o 64U 4h2 gqWUD D8qeyj 61ym1" 3
507 P07 (1c) "LxOv1 ZoM5E ujei6 BOG VMt0 c2N FXf a9kE61 OMYV KONlz tspLS IMKx" 5
508 P07 (1c) "jSsk7Q UXvE Rq6kau 6HADou wKuDP" 9
509 P07 (1c) "cjMjO htD rj09 VWR 9GD NbrmH0 n3HGv W9bA J0DHQ 7RYH lpIw cTXn" 5
510 P07 (1c) "iSVh7C VXyh NAQ1 bv654 AivlD lzCive S8VsK" 13a
511 P07 (1c) "0CHt CYn VQeR 4tbcc M9s0 oYbhPr D3QK IGV1 Th6Qf Ucv lDE CFzG qCK2tm" 9
512 P07 (1c) "ePlc Zx4R 3abP jLg GqLE4 H60 JSA0 8FWT0n liGv 7vAj OE2Ev l0Mq4D A1Qp" 8c
513 P07 (1c) "zjL Sq8j7T nti 8uiYNR Oks HwmBO v5qe8O G1u1 BCDH TRU Fsb xpU" 7a
514 P07 (1c) "hk3U Bhy1 geWurQ FtP I1el2 U2kw mXqL38 DABrvN 7MR lQCZ UUp692 zUI MWMe EsQ" 9
515 P07 (1c) "Dp4vPj hIh zVIcPW Aj9K Z3Fysf xn70 onkYrg ipqB Q4PJ TIS Bzcv VLJ IiZgK" 15
516 P07 (1c) "g7E2V oUS inmhFT uOxf wzYny 9NA Bro 8nM KyGd1 Jq1UWb T2cX" 9
517 P07 (1c) "FRrU1 TeLim 6GYR48 yB7 cS0 WC8TGP bK3zS uj9oam hw198r U5jvDw aBDx MkxQA 0nzx GML wqe" 7b
518 P07 (1c) "TVXPll kolG gPQS L2tUz RR4cmc ihY fqRR 8rsqG 0QumOX 2gVT ZDb4 iIwL Nx9 YXyt6J 5eJZ6 lKBFe4 BOKJGH wKAZAh lq5 uE7Rn lfvJ" 9
519 P07 (1c) "WkFM m3laq I0J U3Ltge" 8c
520 P07 (1c) "1u57bY z3o P9Nz 1ijLmr Izppy Foxthv VBd" 15
521 P07 (2a) "PLV xTvfzY IExPZO ip7A S8H Bbkb3 anwO ZMPU NVrbU 6km 2kC y0cYAR 7XOe OXe sVpliM joe" 13a
522 P07 (2a) "Mk0 3N3" 8c
523 P07 (2a) "yzEQ8u 39Hl RKEbN 25jv 1ZH wwi lDS QmDP wcQQC7 gxxi 0JwP Zgm WhF YPt" 13a
524 P07 (2a) "GK2hbt spAtn I24E5 XWJDk iGtPRt JC8 LGs NSW IWqqv CYgd si8 FtW 3oQD3 bUNwBm 69ZmUd Qtfr01" 9
525 P07 (2a) "aJ7jlR NLHc" 12
526 P07 (2a) "0OAs ZmvV Kqyzi uM1M YXDrc" 8c
527 P07 (2b) "ceI o4Hy 1PsN qQ0g LT6TZ C2v5OT fKtFds ZQA5Wj 3Rv9l" 13a
528 P07 (2b) "JZuw aHjF Uow VInMhT nefj pZew 5VZvI xbB QOk oRn1t9 kXt 2kjZ2O dGYcy8 7ahuB" 15
529 P07 (2b) "Zwanj dy1 GNMoF Qym4N LzJO pIjK0t nM1lTT K5wRD" 7b
530 P07 (2b) "7a6NRt Oq4mF xbv u6x RYE y02sy ZylARr mXjnU u4o 8Fx" 13a
531 P07 (2b) "MkawM UfIZ1Z S23 QBeh F58PYL" 8c
532 P07 (2b) "uRNf CDY rijR Jm14r9 a4pOq z0e5kV IX7G2v fWvZ F4g1 akyrW4 vjS fwWCH sps" 8a
533 P07 (2b) "4aRe 3DAQ74 cjy BOOER jOuTkN RLx3 vIUxg8 awfu3 NY4eLk BZmr7 HoVjdf mZZ7 hbCi toOE bKIv 6gwa ERsn duhGz c0wb50 dZ9L 4DN SX7K bB2a3F" 8c
534 P07 (2c) "JCNvu7 5qE ehrqk OfGEkm IS5Jr5 glQY FtfvI VPcH 2OulY Ks0el 6G7w FVFg YIi FZxf7" 13a
535 P07 (2c) "gm1bu OsO Im4yA3 QMO 9ApAR" 11
536 P07 (2c) "mEwcW O1us 4ck4p6 uPq8L m661t JO7a nbo TeOnA VdY BQs6z5" 13a
537 P07 (2c) "pi9mst aaSJ JBAiWq 68sLMg rvqUQv YPYh EYL 2Xw XgPxi 35Lj AlA" 13b
538 P07 (2c) "aCPd xf55DL VVV3Q1 72nF HaA i6rziG IzL" 13b
539 P07 (2c) "FgNiW dCsRN EV2GBu pxY jfQax rMPfN yp2GC 465 ZNCDw pylfR" 15
540 P07 (2c) "SIcA OvUKB vxOZW5 fNw4W rcH Wn5l4D" 7a
541 P07 (2c) "HlaVT bDcN6 jsh" 9
542 P08 (1a) "wfd ymy O1dCya Xik8 4noEl 7ysZh" 7b
543 P08 (1a) "Sdp6t WS3Z GOfMV IfhYxk Uow" 12
544 P08 (1a) "uki XXD7C k2oJc wLxQ 1ced pDii" 7b
545 P08 (1a) "Guw yp3 FsGVov YetGU5 urN r14C" 7a
546 P08 (1a) "ANC EXa5 47GQT cw2m 0Ly yFI5 nmV f3lT8y" 9
547 P08 (1a) "vi5f kH6 Q1O uQG5tL QIx4 TUa HwTwt Mh4Yk" 13a
548 P08 (1a) "nay kj65D XI0x i9f bS9yIx J0FK bnIa YymJ bgFOu UOBTpk 72II 8EWV 893Xs tzQFo fKJZX" 7a
549 P08 (1a) "jO5 mjQ5m wOlnWf CBqQ 2Jh3K FQ3Q q8f Udgr tQ5IU ViGI Yiqg NKfB HTFEa0 v5PH2q 6v0xgF CDQg3 04uQ" 15
550 P08 (1a) "5Ehw aDIBBY 3dNp Q0pl efL0h Y69Jq8 7vz VP6H pirga Z0rkR f0Oj Vq1VN riyL0d f1W" 10a
551 P08 (1a) "Latn2 K3An eCIDap siyq S1Q DemqY yA9 ZlU hHtpB ugUD fExd A11V irht0N MMMaoz SJlA HcGIt m4IF cHL7EL k5U jYj fPHS8" 9
552 P08 (1a) "FpZEg t7MR lyJfgY zkU2 dt8ZuF 23lJQC F9fR Wd1HZ Eq2Iq4 cniG F5VD 6ZKsC jibWk a8j56K rTgj LnE5ir ALH LG9 Q7x 8pmL M0TA ddv qQa" 13a
553 P08 (1b) "xo7 XRP QkOxP KLA Ra1nT7 eGqu0 a5F" 7b
554 P08 (1b) "iK1K7m zbX1e Mtg s5g YuuYd1 q0a1 onH" 13a
555 P08 (1b) "FG5 HrXZB th781" 5
556 P08 (1b) "83PWY zGJ9rK b3etIN 8eNf 9r7Iox" 10a
557 P08 (1b) "7zFb ToH bh0 UKP3 awzFi eSd4 7Mn kHyzy" 8d
558 P08 (1b) "gh0Iax qXH N8XuA JD8t inwXd j5np4T TVgn SZlzB Vgn rmK v6i2" 13a
559 P08 (1b) "RETv ZVM u70 6qvH0 rMptcG zcu IzEN5v QbFVJ b82 cZxU8X zoC0 E55X 5sa1sp 522r2" 15
560 P08 (1b) "CmTU tTlNT7 dS4" 7b
561 P08 (1b) "Togu LY0K 9fgTCt 4b7IGr 842Zhr 8E0W lHSPo 2bVg1 vjx4Zd C4V S2gUBy J9sn llvB cw16id yNc PTV b1p8 Ch0 TnoP W64" 9
562 P08 (1b) "H9LiW Sbb hHjGd dlkbs jjH" 8c
563 P08 (1b) "8yM 2S7 ae6KG JmQEcP jbsoC NAQQt evv84K 0bcgZ 26Fh 3W4LQy oWrp" 3
564 P08 (1b) "iFyp6J ZdM hMj 84y Czp78F MsmV47 2urM dcF vuV sIIR sArB DHiJ viAa4 dzukm0 xja9qP 6Kwv" 10b
565 P08 (1b) "1RtR4 obETp V6sG1F lYKhHr Tesyjc 0P2R wZE RFt 2GQg gdP7" 13a
566 P08 (1c) "9EGVp xifqk 9g2 n9B zJO Pb6 FcX0 WaSMx cEq InQ aZmwr1" 13a
567 P08 (1c) "OzUjt j172O2 qA8Wf C03qQ" 13a
568 P08 (1c) "zxbp 23Ny6 oOuP T8k4Q 5PkXQ Kezm 2U3e Z5bcG" 13a
569 P08 (1c) "JjXKKd pstd 1fZIo ghRJRl DYL 46HbA fUXCtj DuGV PGkL c0g0 y9R Yw9vM" 15
570 P08 (1c) "dlZVQ u8U9 8WE I8f JBN Voppy MQWQJ ZVU7 LffnEH rxB 7bJ B8bqNC rKB86 erAn wgIcs 9ab FfURB i2Fb0 PhB xhr n0u j5kZ8g kcOra" 3
571 P08 (1c) "1eBzn nYsbc PffNyL DCf oGxlim U9xu jwGtD7 5wv" 8d
572 P08 (1c) "gHG 00OM Z8d 1tS7Qy EDX YTaA0E aabg5 CMp" 8d
573 P08 (1c) "Qo4z9k eCP sLlmWL CSt0H" 5
574 P08 (1c) "qvFY mXFa i12ujX LpHDf 7pQ ofY cttR" 10a
575 P08 (1c) "yvoL oc4 pQWu9 6Dz 8mJlE 8cejo 16y CFVOP j2U EF3 CxMZ rOf3hG 8DrpTd hABQaN 7InO DJx" 13a
576 P08 (2a) "U429 JufO SN4Af tNBapt eXvnpa do2 Zlq" 15
577 P08 (2a) "GkIyyd IJLg h2TsEo rKjgL gO6 Krwh 0HzqVl" 13a
578 P08 (2a) "49JIy qpSyA 2cNJ6L TIv89d IcBnAb 07eh3p SLD5 HVlW4i s3Ox7f" 7a
579 P08 (2a) "Hepf IhKw wLE qv6 yyLTHE ogE Y8zs" 8d
580 P08 (2a) "dwX hmQ h6lJ 07kuU crWGp KzkccF 0Cl" 15
581 P08 (2a) "JchIHN U4g 4ZnS Kl9 r50Kp g5Yz nbCwNl BLa" 9
582 P08 (2b) "zlKx RN6q Z1mNc bskSq ATs8 5bd6 Ogtnc 0LU fyXX" 8c
583 P08 (2b) "WOOaU YStds uwjA G29MO z7Ujj sOHuDu 7N6b QRD MsfsUJ 2fP9Ee dP5dg RQQ SnukKy eqWZ E89ve DTz4 qao" 8c
584 P08 (2b) "rkmN 3MC ejQa 7kQE g41L nODo y2BPe zljb2 MKAS9 98PT UAE" 7b
585 P08 (2b) "jSJNHU 3zeSu Ituq oOd NTEL4 bRkg WiSa tEz kdTB" 13b
586 P08 (2b) "V2j yJc SLtz Q1w 2z7ipm R7aT2i LgeGt7 6EvcW 3MVdn" 7b
587 P08 (2b) "Rh2 IId AJUqS MoFc jNV rWlGl" 8b
588 P08 (2c) "WnQunu K65" 1
589 P08 (2c) "PMVz n4b5 HLEM nt0Er xVzPsQ 5iL h20U" 7a
590 P08 (2c) "i1A4r bUQB dumTq PMClZ mf44J zaUdFE" 9
591 P08 (2c) "QBH0 Ibv1k y8K DcRviX rHHS UJH Rzm eY6fr lXL" 10b
592 P09 (1a) "x1x X8b mTY2n jdW PRd DjIM 8BQc wxzm3E VscQ" 8c
593 P09 (1a) "GbFRWy HIhCVz 41Vgm4 7AsCO cjvn 7oBC q8Zln 0kt mEvi hwAvJ KV6IZ M57q yDCD fDGC" 15
594 P09 (1a) "RLa4YN yKMQg l2zzk ltY3o VVf pV5L" 5
595 P09 (1a) "A5lnP 1UGH xBkqnI S83J 3XK ezI07 dTmjwo ppihe gixJYf P5czO 2h2 iuk 727PfU xagyZ6 w4t x3hlCD" 13b
596 P09 (1a) "WDDVP kjGWE C1e7 D64 IfzBtE GdXUYJ" 9
597 P09 (1a) "nf34K OqmY JyCML LcFb PaE ktu" 10b
598 P09 (1a) "pzcVQ q4S 5xZW7E TtjylY nYCL gziJz BWE J4IG" 7b
599 P09 (1a) "ZMFle o3lfjG Siy1aI yHze" 9
600 P09 (1a) "M475ar BWmt" 15
601 P09 (1a) "OSgS oaQO V6Vq VAy FaT k2wS6g Y36Lk Rl2zs yIzf ricfC QUnjCt" 9
602 P09 (1b) "faNvae UsJf 2nl CwJ 3nV PGz92 oculb" 9
603 P09 (1b) "quX9 mC7V TIbTZ 8r6K5U T4x I5Z Cqo M2s" 15
604 P09 (1b) "oioNz geu bWx 2K3 2q6 B6oLp j7Lpoe 4u78 BWcU k0F UG5aA DHi EWmY UDGwu OpxDfh X5u W6DCS" 8c
605 P09 (1b) "r5i g575Bp x5Vf Sg5GY ro8Nr N8tsc gPyT 3O08nB tBv1sH TVADr8 p20qym WvZzex" 15
606 P09 (1b) "Hork KDmh i3N2dr idp5m 1AgDZ 56K AhR2" 13b
607 P09 (1b) "IINuif iNyQD 79uK Isjb NWV xlm" 8c
608 P09 (1c) "MEx Etaz yGB1a ADyLvq SwZ27 74BSWc 9b0tu OlqqZ KybFxS FNI9" 13a
609 P09 (1c) "OU9F snvYI vnaV VjzfaX N1oK" 8c
610 P09 (1c) "3zLU aqsIaZ WfBq P5R6o sNOa33 ThR tse 7UjzE BqeiUu 1LN14 s09 qmnv oiMA K8b M9MqYf z2MPC 8ua" 10a
611 P09 (1c) "M6BP sQgQk Bvrc PxpxEM hMD1v z0b oIK2 nbpiIJ qEo" 13a
612 P09 (1c) "Eb5d Oj2 mEepz ezAOF WIRM nnWmif OH6vVW 9Eg Zsn dB8a78 oNm" 12
613 P09 (1c) "ee9eS iCH BOAnV Sr1 9FhM cYj1 5PHLqn" 9
614 P09 (1c) "maAi 5r8 jx1Pj Hx8 Dzzg 9iK V76" 3
615 P09 (1c) "CLKiN 4xvE0 LEN VCkU h1tn4 VQaI onK2xo VdMz grVE 7im738 7GuInS zOs g6K7c" 13b
616 P09 (1c) "xDwYP Fqe" 8c
617 P09 (1c) "jXP LeC jAW 5lJ Jty kbR DtaQn ZXd ujyFa mFGw3" 7a
618 P09 (1c) "UOehaF sDRFV5 d62Q PBSKbi PzUaZE e5dbM k6TrjH vZpcx" 13a
619 P09 (1c) "Vjqsy NTbYss rL6 7d9i LjduQU dxjx qX1 Bc653 cWAd EQf0 PPdSew Xcd 84xQ6l cOz QPpRK A1bw vcmLpI SrfVZd WAP" 8d
620 P09 (1c) "bCB YhXN UiM 9bEPPe YG6akX aD1 JrN0DP uPdY4 wg1hOd OFSvl7 pjM l0SH KsigKJ tajz mOyfu bfM VX6z m2J Duvl1 aBKX" 13a
621 P09 (1c) "meZx Fe2Ht 0B4Zx1 T0FJb obVK6 5CE Y7Fjp Ec0 9ZE" 15
622 P09 (1c) "ES4 Zy9cjN vkbABb z40 V8FyL xAKAu OMmH ce9 QYtLHj 1t5Ps wl7 vk54WK MINfU c9MuI oekq05 r6iv iqWZ XzluaF LQGme K7rsQN EPkDJF" 7a
623 P09 (1c) "3SN cmEBKT rvqajP jsp INBy4H jVHSV F5mf PHe8E k0d vtN a0JEwM 2ruL" 15
624 P09 (2a) "kyBPh ojCo paK XPIcMK DuSm S7if RyR dJT0 skgl oRhDq rg7K Mjso9 67ReBO" 12
625 P09 (2a) "TNE 2rP SUHZ XlB BhY4 xRaM" 9
626 P09 (2a) "P69I o49AeI tk5ZS KxwL 3k8W8C" 11
627 P09 (2a) "159 ulPuVn ddM8s9 BZdZ sowa x4MlL dJLX nETU" 5
628 P09 (2b) "xgI vurR ryo3 1SgJ ZVUS 7sFvT rJs 6nwM6 KqEj w5ccbs Rs8 9Wl1 BY0 suza GKPd2 6Js LeF66 pELp" 13a
629 P09 (2b) "8to3 LPn W6nsY" 13b
630 P09 (2b) "HBqn 9xZqVX fan 6Rp RC4R KUg6 jP5F 4Czbt r0NK Y5I 4r7G7y KI9e HluP" 12
631 P09 (2b) "LaY NA6e0 d4Dzg omW 93Li rWG Knq c8AJd kYY5v tdcXJ8" 15
632 P09 (2b) "lgd8MH wI6s8 q78 3IoRLl AFm9q MNA5" 9
633 P09 (2b) "zpBvd4 5Os MZI aJCs6i XqXE Vwk WzursC" 10a
634 P09 (2c) "ucZTF w7EwOY DOP sg8 jMKP 03To UJzq68 d3F jL6P" 10a
635 P09 (2c) "QS1G N8BX2 RLfhQ 2hr3 rLKYP xSKUPM Pl9 M64Vp To0 EWCaN8 Y4uvGU vUyT Wk20 hJTc2 YQtI1Q" 13a
636 P09 (2c) "N6x R1g4 TyR rAKh qnAlRq hOxGwl yt6 yUfE xVtdqc 877w KZlf W9hA 1N1zj" 13a
637 P09 (2c) "S9tKcj qEVH Z8NzF SPs1UQ pnJ3 lAyvVP gjjn PPq3 D7J sBml 1Poy FUKKjr ToZiDR JEzDE9 99pYZ BQ7Fl TZSZ 2Qb26V" 8d
638 P10 (1a) "lg0Qsk Tzo4 TPto iPcC bCyEa 6fNbw 3Yjcp" 9
639 P10 (1a) "n7Z 65UbI 1YJgSZ nGFv7a 2VSk4 4YW FXUJ2b" 13a
640 P10 (1a) "Hbn y2kxq NDb QcK arS4 ggJbV pcIWfQ HvFjdZ YSkQ H7Vl1 HZQV Jfnunu" 12
641 P10 (1a) "xxEPB rJE Gkn oUPr iavQ lzN5A a0Kg 0uk Av5R7 32An SuWtxN" 15
642 P10 (1a) "s7tDn yhf sISlu jjgl drvd8F 0jf CzE ECaG4 GnvyAP W4AO 4vS" 13b
643 P10 (1a) "xTKpx1 h9H wDaa7e huhrx" 9
644 P10 (1a) "IJW Bvxe04 jluN xzsl0 oolf 0Wu pnxBJr r1TE4 7Qtrmu" 10b
645 P10 (1a) "WD846o h1MN4" 13a
646 P10 (1a) "pZW FYO QgVjb GxRgw1 jJ3sZ ZrAR2h pM01 XGK lY9sj cUKHgZ Ynb 8rZi yVb d5JM0h" 13a
647 P10 (1a) "ldsy tqQXz6 FEht kOWtie T2mvm zaKE yFbJjt dCmH O0eCC" 15
648 P10 (1a) "GRVLjj mwV09x j2JLo 6dTCvN v3x 2w40w8 Bkl8q w3TAY xxZ jIrN3a" 10a
649 P10 (1a) "OAQoTA 6XVaqI 6uF eIHx Zo5HPP 9J2c2b Wp5" 8d
650 P10 (1b) "SBDo oJs 5aql eBt bPh XyWNY xg8S PwhH C63G" 13a
651 P10 (1b) "EMoD20 R1cdSM Qz1 0kCO qeNDz j4r n0U UEl" 8a
652 P10 (1b) "jXT OEzZ 3Bk 7zd j6HjCj gkpI ro3qC3 Xu0 afp9T2 lSSLJ 097ak" 8c
653 P10 (1b) "yeb 3YFU r4H8AF 1uxPOp cx4 gsjvY9 Odg 1QwT Jo5 usM2 6r5 AICx BHV2eF 9YQRdX 13jYA" 8d
654 P10 (1b) "wL7 Xnu HKy bR3Tr yvJnpw N2Ky igzV6 gywYg nVG 1ygaFU" 15
655 P10 (1b) "wKmep e6oai MP5Bq ycWZ9Q vrarln Nv1 udyHh G9mhkQ" 10a
656 P10 (1b) "fxtUQ Z6B 51XCjo rGr TNtCQ rWBfU sLi jL2" 8d
657 P10 (1b) "gRU LsSk GvE55 jEL erbCx UkGe 3Zn Udb wr7vZ yB1X" 8d
658 P10 (1b) "GFZJXf hCS P1E jpw t66q5 rhB4 Tzk lbJp pzFw f35jPO IFSvP Who7t" 13a
659 P10 (1c) "UMWd J6V hIeTd roXR2e gKTRj 4lCC9 pOi fOtDf Bg9RN IBF kfpLE4 p67ki v2ed" 7a
660 P10 (1c) "jFOXEy w3yv og1Wl L5vn SLqq" 3
661 P10 (1c) "OX4k Sq5TO Zmsf" 8a
662 P10 (1c) "6GN2BN LN3Uq DMTGp ftd8L fut5iK sqR YtX7" 10a
663 P10 (1c) "U1oz9D zVuuz 1JnvaG SyEU DGZD60 Ndv iJOor" 8d
664 P10 (1c) "ss7zTR OK9 Z2bQ kDBQ2Z 50A8kF fRq KXy Yffg 90eV5n Q8qtHS 6OXlBh NHJ5rT BCW 4ESPx" 15
665 P10 (1c) "NnBgVU VxTAns mbVVF W6THk1 zwgbj6 TGtY4 LYY" 15
666 P10 (1c) "DtNuq RSzz5Z g8dcC 0d2 SKi 9eW kHa" 8a
667 P10 (1c) "PfUQMR JRF Wd7xi 7e2LvS 3zac SQ6Ez DZTmz yMMMg SRxg inkcbS" 5
668 P10 (2a) "tnlvQ wF92 EdP Nkt" 10b
669 P10 (2a) "M6eu sgb 5dY3Y vqY83p MFk4I yzy IfHjv dFNFPW ngoJO" 10a
670 P10 (2a) "d6yX2g 2cJ TYXnSv ddCzY XiWB KI3YK RDWCaa" 8c
671 P10 (2a) "a7Jg d1q Ctcz4 DTDff Q2l ReKzus FT0i Ouk Felc5V 5MleR ABx 1DEkv 6JBCo7 ULbJb xEd BjiJ qvDOI" 8b
672 P10 (2a) "P87 eUhFD GsyZU Dso4vk LyFZW e6Jrg mf0A jKoq Qjney" 7b
673 P10 (2a) "pQrU ncClZP qJQ eJDTD wda1OW GIWgC dRUo hNSL 2QqIFU Tzp gWdt6 yl0b xK0M" 9
674 P10 (2a) "uK9 AJ8eoT" 15
